INSERT INTO purchases (purchase_date, price, supplier_id, emp_id) VALUES
('2022-06-10', 9098100, 13, 7),
('2022-12-28', 8129151, 19, 13),
('2023-11-30', 2866825, 13, 3),
('2024-11-18', 8941512, 20, 29),
('2022-05-29', 6708948, 9, 5),
('2025-08-05', 5486725, 4, 11),
('2022-11-02', 4668656, 2, 2),
('2022-08-27', 9576655, 4, 5),
('2025-10-11', 511692, 4, 11),
('2023-12-31', 4656052, 17, 27),
('2022-12-11', 2342863, 5, 15),
('2023-05-16', 9166744, 17, 13),
('2022-07-14', 7295695, 16, 25),
('2024-07-31', 2998529, 5, 21),
('2022-03-02', 2834991, 6, 15),
('2025-04-03', 4015839, 2, 24),
('2024-03-15', 2554325, 20, 20),
('2025-07-04', 1977604, 17, 18),
('2022-08-12', 1244322, 14, 6),
('2023-12-28', 8880697, 17, 13),
('2024-10-11', 8439340, 6, 27),
('2024-05-13', 9172566, 3, 10),
('2023-01-12', 9917207, 6, 19),
('2024-10-13', 6492390, 13, 16),
('2022-07-31', 607693, 11, 28),
('2023-07-27', 2651041, 19, 20),
('2022-02-13', 3234358, 17, 24),
('2025-01-15', 2793010, 18, 8),
('2025-11-07', 2506376, 18, 15),
('2025-07-12', 3094038, 1, 24),
('2023-07-29', 871210, 3, 12),
('2024-11-19', 5872535, 2, 7),
('2024-06-06', 9761071, 13, 6),
('2022-03-15', 9666629, 11, 29),
('2025-01-18', 4829658, 16, 25),
('2022-01-11', 534289, 1, 19),
('2025-08-04', 8985129, 5, 14),
('2024-07-27', 6511516, 3, 22),
('2022-09-13', 709436, 9, 22),
('2024-09-05', 9091366, 3, 27),
('2022-01-18', 8064737, 6, 24),
('2024-08-08', 9494047, 9, 16),
('2025-12-30', 5103084, 15, 22),
('2025-08-10', 3433343, 17, 14),
('2023-09-28', 4633377, 20, 3),
('2022-10-08', 649398, 18, 25),
('2025-09-19', 2810288, 18, 22),
('2024-07-04', 8680597, 8, 9),
('2022-11-12', 9056572, 8, 12),
('2025-01-03', 8338549, 7, 9),
('2022-08-27', 6853209, 13, 12),
('2022-04-11', 6861056, 11, 12),
('2024-02-10', 4484372, 10, 4),
('2025-10-24', 6315206, 11, 29),
('2023-02-01', 9354757, 1, 20),
('2024-02-02', 4487509, 4, 24),
('2023-07-09', 6157939, 3, 10),
('2024-12-04', 4937536, 10, 15),
('2023-10-03', 2757335, 5, 29),
('2024-09-03', 958515, 7, 2),
('2023-03-02', 1570879, 3, 17),
('2024-02-02', 2486259, 3, 12),
('2024-03-24', 9593810, 19, 14),
('2024-07-19', 919549, 18, 7),
('2025-12-15', 9474149, 5, 29),
('2024-06-19', 2912049, 12, 15),
('2024-10-17', 3498161, 10, 27),
('2023-12-29', 5815134, 10, 19),
('2022-09-08', 2235739, 2, 25),
('2025-11-17', 7783184, 20, 1),
('2025-03-23', 3719139, 17, 17),
('2025-10-17', 3574926, 1, 23),
('2022-09-17', 5894222, 14, 3),
('2025-04-03', 4749135, 14, 27),
('2024-04-24', 5143950, 10, 14),
('2023-04-21', 1763858, 3, 15),
('2023-09-28', 4880711, 20, 16),
('2025-03-12', 8002655, 4, 11),
('2025-08-09', 8907952, 10, 10),
('2023-07-05', 5130784, 8, 2),
('2022-01-18', 9932909, 10, 6),
('2023-06-19', 8625668, 19, 3),
('2024-04-09', 7047491, 17, 1),
('2022-07-21', 4541178, 17, 20),
('2025-06-13', 2683549, 6, 6),
('2024-08-07', 5254902, 8, 22),
('2022-06-10', 801315, 5, 30),
('2022-11-27', 5481739, 9, 24),
('2023-08-24', 7993170, 20, 4),
('2023-07-21', 4539111, 9, 1),
('2025-10-27', 6401144, 9, 1),
('2024-11-26', 9202150, 17, 14),
('2023-03-06', 3507028, 8, 14),
('2023-07-14', 3199489, 7, 22),
('2025-11-04', 8908984, 5, 24),
('2022-10-04', 7220902, 4, 2),
('2025-01-18', 3312378, 1, 10),
('2024-11-10', 3337417, 6, 23),
('2022-08-08', 1616841, 5, 25),
('2023-04-27', 9395360, 13, 17),
('2024-05-02', 1859234, 15, 26),
('2025-05-31', 8260557, 8, 5),
('2024-04-04', 3000011, 9, 23),
('2025-06-29', 6762946, 18, 26),
('2022-11-04', 2491247, 9, 17),
('2022-11-12', 3363431, 5, 8),
('2022-07-15', 8165263, 14, 18),
('2022-03-25', 9057845, 17, 14),
('2023-10-30', 9285617, 14, 22),
('2023-07-30', 5896004, 14, 20),
('2024-04-18', 9711687, 8, 11),
('2022-04-06', 2424975, 8, 21),
('2025-08-03', 6309756, 6, 2),
('2024-03-30', 8597160, 20, 13),
('2022-08-16', 9903727, 3, 9),
('2022-03-21', 1621629, 4, 30),
('2022-01-17', 2169917, 16, 2),
('2022-04-02', 2764654, 14, 25),
('2023-02-03', 4692018, 9, 30),
('2024-03-04', 3995835, 20, 1),
('2022-04-08', 7187754, 9, 16),
('2022-06-30', 5499636, 6, 14),
('2022-11-29', 9142843, 3, 26),
('2025-09-28', 3312961, 9, 1),
('2022-03-04', 5080508, 19, 30),
('2022-08-24', 4636018, 20, 11),
('2025-03-31', 7337490, 5, 8),
('2022-12-27', 2475370, 12, 17),
('2024-08-19', 1900469, 19, 28),
('2023-05-20', 2534316, 15, 9),
('2025-03-17', 4788084, 10, 16),
('2025-09-19', 9374159, 12, 26),
('2023-03-08', 1878680, 13, 12),
('2023-06-20', 9680169, 2, 21),
('2024-05-23', 2010465, 11, 19),
('2022-11-23', 6664980, 18, 1),
('2023-12-14', 3399634, 15, 22),
('2022-05-11', 8629464, 12, 11),
('2025-12-29', 9027368, 13, 5),
('2025-01-01', 6411810, 3, 6),
('2025-07-20', 1901935, 16, 29),
('2025-09-01', 7227376, 13, 16),
('2024-04-24', 4823469, 9, 19),
('2023-01-17', 2553053, 2, 14),
('2023-03-17', 7147241, 2, 20),
('2022-04-30', 6042300, 6, 9),
('2024-03-17', 9798631, 17, 10),
('2022-02-07', 9443329, 15, 24),
('2025-10-10', 3197899, 5, 1),
('2023-10-16', 9429881, 4, 23),
('2024-09-19', 4034688, 19, 17),
('2023-10-23', 9992068, 19, 8),
('2022-12-11', 1181832, 4, 21),
('2023-09-29', 3438271, 17, 30),
('2022-08-22', 4268723, 10, 4),
('2022-10-06', 2792910, 15, 13),
('2025-12-23', 2058926, 19, 24),
('2024-07-15', 8228299, 19, 6),
('2022-06-03', 8044842, 16, 20),
('2023-10-21', 1960497, 20, 7),
('2025-07-07', 3751016, 20, 8),
('2023-01-13', 6802079, 3, 21),
('2024-09-15', 8740562, 18, 16),
('2023-12-12', 5918368, 18, 29),
('2023-05-09', 3599238, 2, 6),
('2024-08-07', 4370055, 15, 10),
('2025-08-19', 7956112, 17, 14),
('2024-06-17', 9720038, 11, 21),
('2025-06-29', 2766948, 18, 28),
('2024-07-28', 9092758, 18, 1),
('2023-05-15', 1379574, 14, 12),
('2024-08-07', 3495461, 4, 8),
('2025-08-01', 7499882, 6, 12),
('2025-07-10', 5567920, 4, 11),
('2024-05-15', 4781091, 2, 22),
('2022-11-30', 3459952, 12, 21),
('2024-09-27', 5521802, 6, 29),
('2024-04-04', 6367882, 18, 22),
('2022-04-05', 1097626, 13, 26),
('2024-05-24', 9996951, 18, 30),
('2025-06-04', 5203444, 1, 13),
('2023-02-05', 2609520, 1, 27),
('2022-09-19', 2598245, 10, 3),
('2023-04-24', 5200951, 16, 20),
('2025-08-17', 4458086, 3, 26),
('2025-05-18', 8733586, 12, 30),
('2023-07-27', 9073126, 13, 7),
('2024-02-09', 1262183, 19, 12),
('2025-03-25', 1779376, 8, 29),
('2025-09-06', 2878459, 8, 1),
('2023-09-24', 669310, 9, 20),
('2022-11-29', 1967252, 8, 6),
('2025-08-17', 733345, 14, 23),
('2022-05-03', 7130097, 2, 12),
('2025-08-01', 6431622, 8, 13),
('2024-11-10', 7712955, 12, 20),
('2025-01-26', 6027615, 19, 17),
('2023-01-04', 4964434, 12, 16),
('2024-01-12', 7428892, 7, 21),
('2025-11-24', 6257241, 3, 22),
('2022-04-03', 2995008, 12, 30),
('2025-10-04', 6669375, 3, 13),
('2025-12-07', 3883172, 18, 3),
('2025-12-28', 1445478, 18, 14),
('2025-11-25', 6019024, 5, 25),
('2023-09-20', 6425567, 9, 11),
('2022-03-16', 1900957, 14, 24),
('2024-08-28', 1228622, 8, 2),
('2025-09-11', 2269384, 19, 22),
('2025-01-17', 7540381, 4, 13),
('2022-06-29', 5949300, 19, 9),
('2025-11-28', 7487359, 14, 26),
('2024-08-12', 9967576, 1, 19),
('2022-04-16', 9125476, 6, 15),
('2023-03-26', 8659335, 19, 30),
('2023-07-25', 2541125, 6, 24),
('2023-12-05', 547781, 1, 14),
('2023-08-17', 4738912, 12, 26),
('2025-09-21', 4619422, 9, 10),
('2024-04-01', 3877675, 11, 8),
('2023-11-16', 6984762, 14, 1),
('2025-03-20', 2356322, 6, 9),
('2023-07-04', 1105723, 4, 7),
('2023-01-31', 1571021, 14, 28),
('2025-01-03', 5928786, 4, 3),
('2024-08-30', 4842441, 13, 10),
('2024-04-16', 9156377, 15, 15),
('2025-02-24', 9909091, 9, 29),
('2022-11-12', 7545652, 12, 12),
('2024-11-27', 4626374, 1, 28),
('2025-08-16', 5246375, 19, 4),
('2022-01-05', 7968230, 6, 18),
('2025-10-21', 816944, 8, 10),
('2023-04-07', 6733985, 20, 10),
('2025-03-29', 9742851, 8, 3),
('2024-11-22', 3513373, 6, 6),
('2022-10-23', 1824761, 6, 4),
('2025-07-09', 4159279, 17, 20),
('2025-04-14', 4902447, 2, 13),
('2025-01-14', 1254631, 3, 1),
('2022-09-27', 6864412, 15, 11),
('2024-10-05', 9872055, 6, 5),
('2023-03-20', 8128310, 15, 14),
('2024-05-14', 4692175, 6, 12),
('2024-02-18', 7742969, 7, 15),
('2022-08-05', 8544642, 18, 16),
('2022-12-17', 7181465, 19, 6),
('2023-05-20', 9236300, 3, 17),
('2022-11-14', 5931615, 2, 10),
('2025-09-17', 5566707, 4, 30),
('2022-01-15', 1445530, 4, 1),
('2025-04-21', 5986792, 3, 2),
('2025-11-17', 8220636, 16, 28),
('2024-11-16', 4183454, 6, 13),
('2025-09-15', 9218334, 17, 15),
('2022-09-30', 6267991, 2, 18),
('2025-12-15', 7866869, 18, 3),
('2025-12-02', 3947683, 5, 6),
('2024-09-24', 8814662, 4, 4),
('2024-10-03', 7520410, 6, 1),
('2024-06-03', 3319918, 9, 21),
('2024-10-02', 9015987, 6, 3),
('2022-05-12', 3241598, 20, 9),
('2025-10-29', 7121754, 7, 4),
('2022-11-06', 4075521, 3, 13),
('2024-02-29', 8128409, 5, 20),
('2025-10-17', 8504659, 8, 19),
('2022-04-11', 7914793, 5, 7),
('2023-10-17', 5762036, 16, 24),
('2022-10-19', 7289563, 3, 9),
('2022-10-25', 3747617, 16, 5),
('2025-06-28', 7753870, 16, 20),
('2025-05-02', 5553109, 15, 4),
('2024-12-13', 1081437, 8, 10),
('2024-03-14', 3275406, 5, 5),
('2025-06-15', 3914682, 15, 6),
('2023-01-21', 6536849, 11, 12),
('2025-02-12', 5607355, 5, 25),
('2022-03-07', 532149, 8, 28),
('2022-10-13', 822416, 12, 7),
('2022-11-04', 6012592, 2, 24),
('2025-12-22', 8998357, 4, 24),
('2023-05-01', 9389891, 17, 16),
('2025-11-07', 6021619, 16, 25),
('2025-08-22', 8693735, 4, 10),
('2024-09-01', 8753631, 1, 17),
('2025-08-25', 9246685, 4, 20),
('2024-04-02', 2895274, 10, 3),
('2025-12-13', 8950376, 12, 25),
('2023-10-29', 3182975, 20, 29),
('2025-10-15', 4050365, 7, 2),
('2023-06-03', 7400980, 9, 28),
('2025-12-24', 3069604, 10, 28),
('2025-02-11', 7274751, 19, 27),
('2022-12-24', 8983947, 9, 16),
('2024-01-15', 6199684, 4, 12),
('2022-03-22', 8775997, 16, 4),
('2023-06-27', 3966428, 18, 23),
('2023-02-14', 2469173, 11, 22),
('2025-03-17', 3158184, 7, 23),
('2022-08-05', 2511198, 18, 19),
('2024-09-02', 2162962, 2, 25),
('2025-04-19', 1248760, 5, 15),
('2024-05-13', 7395496, 13, 26),
('2023-09-12', 6221606, 18, 10),
('2024-02-16', 5645385, 13, 28),
('2023-07-09', 3842501, 8, 21),
('2024-04-29', 4762618, 20, 30),
('2025-12-31', 6178827, 17, 14),
('2022-07-20', 5431530, 1, 25),
('2023-05-07', 8613874, 13, 11),
('2023-12-28', 9057318, 14, 1),
('2022-07-03', 3433313, 8, 28),
('2022-03-14', 2862752, 14, 23),
('2024-03-19', 7168388, 1, 7),
('2025-10-04', 7988352, 16, 20),
('2023-08-09', 3284036, 8, 19),
('2023-06-12', 5854150, 6, 13),
('2023-11-05', 8342741, 7, 27),
('2022-11-15', 1453913, 8, 5),
('2025-07-27', 2331068, 12, 1),
('2024-12-13', 4876519, 5, 18),
('2022-08-02', 750666, 3, 7),
('2025-04-13', 3455376, 14, 14),
('2024-05-16', 6721045, 18, 8),
('2023-11-29', 4918086, 15, 11),
('2022-05-05', 8505480, 10, 5),
('2024-08-06', 4910059, 18, 26),
('2023-09-17', 1024434, 19, 8),
('2023-07-24', 6371809, 16, 3),
('2024-09-02', 585275, 5, 2),
('2025-07-13', 2690966, 5, 18),
('2022-06-04', 6550775, 14, 24),
('2023-11-04', 1417586, 16, 16),
('2022-03-18', 4755866, 15, 3),
('2023-04-16', 1075921, 15, 25),
('2023-11-27', 5375210, 20, 15),
('2022-07-25', 2296985, 20, 21),
('2024-10-20', 6935771, 9, 20),
('2024-07-29', 5213055, 6, 26),
('2022-08-31', 4548195, 10, 4),
('2022-01-26', 6027708, 17, 11),
('2025-10-21', 827879, 4, 10),
('2024-07-21', 9067889, 14, 6),
('2022-08-13', 9332529, 14, 17),
('2023-01-10', 2738080, 9, 8),
('2024-12-08', 4392791, 14, 19),
('2022-04-07', 5112988, 9, 30),
('2022-05-12', 8576181, 4, 24),
('2025-01-07', 1680296, 15, 30),
('2022-03-02', 9707098, 18, 3),
('2025-05-12', 8364442, 1, 5),
('2024-05-04', 8010105, 17, 1),
('2024-05-28', 2436409, 17, 25),
('2025-03-03', 1975015, 19, 6),
('2024-11-22', 8814984, 13, 10),
('2025-11-30', 5865332, 20, 16),
('2023-02-15', 7216701, 6, 30),
('2023-04-20', 1802563, 9, 2),
('2022-04-30', 3091384, 18, 14),
('2023-07-20', 3499682, 16, 2),
('2023-11-23', 9929653, 9, 6),
('2022-04-30', 8786532, 10, 7),
('2023-07-21', 2598508, 18, 19),
('2023-11-21', 6093169, 20, 19),
('2023-03-02', 2879618, 3, 14),
('2022-08-19', 6751463, 14, 23),
('2025-01-24', 2549635, 5, 22),
('2023-09-29', 6277102, 19, 20),
('2025-05-27', 7984957, 10, 23),
('2025-05-23', 1258038, 8, 19),
('2023-01-04', 6513725, 18, 15),
('2023-06-27', 3521699, 19, 9),
('2024-10-31', 8340684, 11, 12),
('2024-07-22', 8233055, 20, 7),
('2025-06-09', 5028288, 12, 8),
('2025-11-03', 6707354, 2, 4),
('2025-11-07', 5661843, 19, 28),
('2024-12-22', 8484381, 5, 16),
('2022-04-10', 5924431, 4, 30),
('2022-01-18', 1801173, 7, 28),
('2024-04-15', 514725, 14, 18),
('2022-02-07', 6391068, 5, 1),
('2023-05-24', 3717727, 20, 1),
('2022-02-27', 8778483, 20, 8),
('2024-08-19', 8540203, 9, 6),
('2023-03-07', 2273920, 3, 9),
('2023-11-04', 3242366, 11, 25),
('2023-06-21', 5373318, 17, 12),
('2022-12-18', 2250757, 19, 17),
('2024-06-28', 2970422, 15, 23),
('2024-07-05', 6418880, 19, 19),
('2025-06-19', 4889428, 2, 19),
('2025-07-17', 4037469, 16, 19),
('2022-04-25', 5077494, 2, 17),
('2023-02-27', 7679121, 9, 28),
('2025-05-15', 4030441, 3, 7),
('2022-03-23', 4513493, 13, 24),
('2025-12-16', 6462987, 10, 19),
('2025-06-17', 6993559, 8, 3),
('2022-10-23', 7414731, 6, 10),
('2022-02-20', 5828989, 13, 25),
('2023-07-13', 7662907, 10, 19),
('2024-12-01', 2604888, 3, 28),
('2024-08-23', 2830537, 18, 2),
('2025-08-05', 2419302, 6, 2),
('2024-03-18', 1823595, 4, 25),
('2022-11-16', 2481718, 6, 16),
('2022-08-31', 9177487, 14, 15),
('2024-10-04', 9445523, 20, 16),
('2024-01-14', 2845621, 20, 21),
('2023-10-21', 5221009, 18, 12),
('2023-11-14', 5597896, 10, 13),
('2025-09-29', 6595109, 18, 3),
('2025-08-20', 4506011, 4, 12),
('2023-03-05', 694811, 4, 25),
('2022-12-13', 3289781, 5, 3),
('2023-07-12', 2645088, 7, 9),
('2024-03-04', 9496768, 2, 6),
('2022-11-21', 4336932, 20, 2),
('2022-03-06', 8376559, 10, 1),
('2022-02-22', 938703, 12, 16),
('2022-01-15', 8697178, 11, 29),
('2022-04-23', 4545345, 1, 9),
('2022-02-25', 5351799, 13, 14),
('2022-04-13', 2129038, 15, 13),
('2022-04-06', 3674084, 1, 2),
('2022-02-01', 5843578, 16, 29),
('2024-12-31', 4297711, 5, 3),
('2024-06-11', 9614707, 12, 28),
('2024-09-19', 2948533, 11, 7),
('2025-07-11', 3696058, 4, 9),
('2023-04-13', 5448243, 14, 28),
('2024-08-23', 906407, 16, 12),
('2025-09-15', 2744458, 6, 11),
('2022-10-11', 4050219, 7, 9),
('2024-10-15', 3113255, 4, 28),
('2022-01-15', 5893786, 3, 1),
('2023-08-20', 983724, 3, 4),
('2023-08-29', 1815940, 8, 21),
('2023-08-21', 2270844, 14, 15),
('2025-09-27', 7196647, 8, 15),
('2025-01-18', 1210301, 6, 9),
('2025-11-08', 5941677, 7, 25),
('2025-06-14', 7426222, 19, 6),
('2022-04-15', 4733252, 12, 24),
('2025-05-03', 9979829, 1, 20),
('2022-01-31', 9955957, 4, 11),
('2025-05-18', 2977009, 10, 29),
('2025-07-23', 4536160, 19, 19),
('2024-02-22', 9627304, 13, 29),
('2022-06-30', 1365006, 11, 4),
('2025-07-18', 9938240, 18, 7),
('2022-05-08', 5687748, 16, 30),
('2023-04-20', 3527699, 8, 25),
('2023-05-26', 9600418, 19, 23),
('2023-10-05', 6976621, 19, 4),
('2025-10-16', 9078175, 4, 2),
('2022-11-12', 1712784, 2, 9),
('2023-06-03', 4964446, 17, 2),
('2024-05-11', 6689135, 2, 27),
('2022-07-18', 2090703, 18, 24),
('2023-12-11', 8042351, 9, 27),
('2024-10-06', 4890538, 13, 23),
('2024-06-14', 8664853, 12, 28),
('2022-03-22', 8932451, 5, 3),
('2023-08-15', 5303175, 16, 9),
('2024-03-22', 4167669, 15, 9),
('2024-02-20', 6003610, 3, 5),
('2023-02-17', 5719004, 7, 17),
('2024-02-28', 8203458, 16, 7),
('2023-09-26', 9101008, 10, 11),
('2024-05-18', 2992852, 5, 22),
('2023-07-30', 2581552, 12, 4),
('2022-12-05', 3735388, 19, 25),
('2025-09-08', 6755879, 9, 23),
('2023-11-28', 7289816, 11, 26),
('2023-12-03', 5727226, 15, 3),
('2024-06-08', 4410254, 6, 22),
('2025-06-30', 9752819, 8, 7),
('2022-07-16', 2195413, 5, 3),
('2025-11-17', 6988332, 18, 20),
('2024-03-04', 2082076, 6, 8),
('2023-09-26', 9077977, 7, 27),
('2024-09-28', 8732730, 14, 14),
('2025-01-07', 1307814, 20, 14),
('2023-02-14', 2186636, 2, 28),
('2024-05-01', 4876385, 15, 3),
('2025-10-15', 1363463, 9, 2),
('2025-11-29', 2908908, 12, 1),
('2024-10-09', 2153558, 15, 12),
('2022-05-21', 2203328, 15, 14),
('2022-05-10', 4810310, 5, 4),
('2024-11-01', 2570687, 14, 6),
('2025-05-15', 4960377, 18, 29),
('2023-01-08', 9766652, 20, 19),
('2024-08-05', 8019169, 14, 29),
('2023-12-27', 1606470, 6, 7),
('2023-11-28', 2003845, 4, 17),
('2023-05-02', 7564785, 20, 21),
('2022-05-22', 3180612, 11, 14),
('2022-10-01', 1735002, 9, 5),
('2022-01-09', 5699697, 8, 18),
('2023-12-02', 2562882, 15, 9),
('2023-10-27', 1787997, 4, 1),
('2024-03-11', 7430417, 7, 7),
('2023-05-21', 3796702, 15, 7),
('2024-04-12', 8214629, 4, 9),
('2022-11-01', 9836999, 7, 18),
('2024-03-06', 7181587, 17, 11),
('2025-01-08', 4659515, 7, 17),
('2025-08-17', 9331648, 14, 4),
('2022-01-10', 9281708, 13, 25),
('2024-12-04', 946059, 4, 16),
('2025-08-29', 5514748, 12, 6),
('2022-06-29', 758484, 12, 21),
('2025-11-04', 9687637, 6, 9),
('2022-03-24', 8370406, 9, 29),
('2023-09-10', 4477561, 12, 17),
('2025-06-19', 5269452, 13, 6),
('2024-05-11', 9526527, 8, 17),
('2023-09-13', 9213343, 9, 26),
('2023-03-29', 3301056, 2, 12),
('2024-09-22', 3737614, 2, 23),
('2023-05-04', 9428244, 9, 13),
('2024-09-28', 9924648, 17, 21),
('2024-03-24', 8050302, 1, 8),
('2024-01-03', 5220910, 14, 17),
('2023-11-22', 4210287, 9, 4),
('2023-03-28', 8329834, 16, 2),
('2022-11-10', 8677002, 18, 17),
('2024-04-04', 4833511, 19, 8),
('2025-06-05', 5872811, 13, 18),
('2025-11-17', 1347936, 3, 11),
('2024-05-06', 9412888, 16, 22),
('2025-02-19', 3004873, 13, 3),
('2022-08-09', 6416748, 8, 25),
('2025-09-01', 5942143, 12, 16),
('2022-05-09', 5480647, 4, 5),
('2023-08-08', 8831688, 16, 5),
('2024-04-21', 5423566, 14, 27),
('2024-04-21', 1089713, 8, 13),
('2022-05-20', 8953482, 16, 28),
('2024-03-26', 2210367, 19, 5),
('2022-11-26', 2182725, 10, 14),
('2024-05-31', 3155049, 11, 2),
('2023-06-28', 9141908, 16, 13),
('2025-11-07', 8338850, 12, 9),
('2024-01-15', 1948510, 6, 19),
('2024-06-01', 1952832, 19, 27),
('2024-02-08', 3242384, 19, 12),
('2023-02-05', 2586287, 1, 21),
('2023-02-05', 5096220, 4, 8),
('2025-05-03', 8708654, 12, 6),
('2025-02-28', 7244683, 11, 28),
('2022-09-06', 3597729, 11, 17),
('2025-03-02', 852504, 6, 16),
('2024-09-12', 6763090, 11, 18),
('2025-06-01', 9349385, 7, 15),
('2025-01-12', 9350982, 17, 5),
('2024-06-11', 3847086, 4, 1),
('2023-07-06', 9622853, 6, 15),
('2024-10-15', 3719522, 20, 21),
('2022-12-18', 4905964, 17, 1),
('2025-05-16', 2016691, 13, 25),
('2022-11-17', 7329094, 18, 22),
('2022-12-02', 3658619, 12, 26),
('2022-10-03', 2996861, 19, 20),
('2024-03-17', 3737152, 15, 4),
('2025-06-17', 5423126, 5, 24),
('2023-09-27', 574360, 11, 23),
('2024-05-05', 3099036, 5, 12),
('2024-07-30', 7703400, 16, 25),
('2022-11-22', 5847064, 10, 13),
('2025-01-22', 9420370, 14, 7),
('2025-04-11', 3456096, 20, 4),
('2022-02-22', 5000880, 6, 22),
('2023-09-14', 6160965, 13, 20),
('2022-05-03', 2796326, 18, 2),
('2025-09-01', 7292494, 18, 25),
('2024-09-13', 8823610, 2, 11),
('2022-02-09', 9137779, 16, 6),
('2024-07-31', 4190139, 14, 21),
('2023-03-20', 4303898, 15, 7),
('2022-12-30', 6869928, 2, 20),
('2025-11-07', 4730936, 12, 27),
('2025-11-29', 7159589, 10, 22),
('2024-10-23', 3692050, 5, 3),
('2022-03-21', 9300194, 13, 18),
('2025-07-15', 5841284, 2, 10),
('2023-04-05', 2349118, 7, 24),
('2022-02-20', 7194402, 14, 16),
('2023-01-03', 1683360, 13, 8),
('2025-07-07', 6987453, 14, 13),
('2025-07-20', 6087228, 18, 30),
('2023-04-22', 5229184, 16, 14),
('2025-04-01', 6905763, 7, 17),
('2025-04-27', 2502294, 17, 12),
('2022-02-22', 3624917, 10, 15),
('2025-02-04', 4769522, 15, 27),
('2025-10-19', 702845, 6, 9),
('2022-08-31', 2594570, 2, 6),
('2025-11-19', 7873682, 17, 21),
('2022-04-10', 938253, 11, 7),
('2022-03-12', 1901922, 7, 29),
('2025-05-11', 2888091, 17, 27),
('2023-11-11', 8819702, 12, 20),
('2024-07-30', 4027561, 16, 29),
('2023-01-06', 4557748, 15, 4),
('2023-09-18', 4158462, 13, 18),
('2025-07-21', 2308969, 7, 25),
('2022-01-21', 6056369, 1, 3),
('2024-08-13', 8252223, 17, 29),
('2023-12-05', 7183336, 6, 4),
('2023-04-09', 3839356, 13, 16),
('2024-08-07', 1585723, 10, 9),
('2022-11-01', 2871935, 14, 10),
('2025-03-02', 4140852, 12, 26),
('2025-01-21', 7750908, 5, 15),
('2022-04-23', 9637695, 20, 21),
('2022-04-26', 4517626, 13, 8),
('2023-04-02', 7913170, 4, 21),
('2024-07-21', 4706564, 7, 15),
('2024-04-18', 4569690, 4, 12),
('2024-10-13', 6171587, 13, 5),
('2025-08-30', 5814958, 1, 5),
('2022-12-07', 3067142, 17, 7),
('2022-02-24', 8261949, 7, 29),
('2023-08-09', 2065004, 15, 29),
('2023-10-22', 6372896, 18, 9),
('2024-10-27', 8473605, 19, 23),
('2023-05-07', 2716724, 16, 24),
('2024-02-15', 5790300, 16, 23),
('2025-07-06', 6713686, 20, 29),
('2023-09-16', 544246, 17, 23),
('2024-02-04', 8245996, 5, 8),
('2025-10-11', 8558529, 4, 29),
('2024-04-30', 9957078, 19, 11),
('2025-09-19', 4371811, 3, 26),
('2025-08-27', 3108187, 9, 18),
('2024-02-16', 8858688, 4, 11),
('2024-01-03', 1779123, 4, 29),
('2023-08-27', 6745478, 18, 30),
('2022-09-03', 3592592, 10, 15),
('2025-06-05', 8169842, 11, 25),
('2023-03-11', 4087321, 2, 26),
('2025-11-18', 8178979, 8, 17),
('2024-07-06', 9237154, 19, 29),
('2023-07-16', 6681013, 11, 27),
('2024-01-05', 518325, 9, 8),
('2024-01-09', 556071, 14, 5),
('2025-08-29', 4588624, 13, 28),
('2024-09-17', 5990756, 7, 7),
('2024-04-06', 6790355, 2, 20),
('2022-09-16', 7783590, 13, 4),
('2024-09-23', 3672469, 3, 24),
('2023-10-18', 591218, 19, 11),
('2023-02-25', 2629613, 20, 17),
('2025-10-28', 8770884, 14, 6),
('2025-01-23', 2964879, 11, 14),
('2022-10-15', 663080, 10, 16),
('2025-11-08', 3528838, 10, 15),
('2023-04-27', 8999939, 19, 14),
('2025-03-17', 4440686, 4, 14),
('2025-07-04', 5020103, 1, 27),
('2023-08-17', 5222575, 18, 15),
('2024-08-28', 5369864, 13, 28),
('2022-06-11', 8545513, 12, 6),
('2023-07-21', 6034851, 4, 1),
('2023-09-23', 1621841, 12, 30),
('2023-03-26', 4168703, 13, 11),
('2022-09-04', 4729406, 15, 2),
('2025-04-06', 8489298, 5, 2),
('2023-07-27', 7951681, 13, 5),
('2024-03-07', 5272909, 2, 19),
('2024-06-24', 9377943, 14, 23),
('2023-08-28', 3786061, 2, 14),
('2023-07-20', 1281954, 11, 18),
('2024-01-09', 3944140, 6, 16),
('2025-07-11', 4498656, 16, 18),
('2024-01-23', 6762223, 11, 11),
('2025-12-26', 6766957, 10, 17),
('2025-05-30', 3874091, 2, 7),
('2024-01-17', 2033625, 7, 2),
('2023-01-23', 1842512, 14, 17),
('2022-01-28', 8334022, 9, 4),
('2024-02-03', 748644, 15, 22),
('2025-05-19', 1652429, 11, 23),
('2025-04-14', 9952261, 9, 4),
('2023-06-02', 6167804, 9, 3),
('2025-09-30', 2302216, 6, 21),
('2025-04-09', 8192969, 16, 13),
('2022-01-16', 2328495, 4, 2),
('2022-11-21', 6866709, 7, 12),
('2023-04-08', 8826405, 20, 2),
('2023-08-13', 4782656, 1, 8),
('2022-12-22', 9403772, 2, 8),
('2024-10-05', 5785141, 14, 1),
('2022-08-23', 3200269, 7, 22),
